GEOID,white,black,asian,hispanic,total_population,Under $50K,$50K - $100K,$100K - $200K,Over $200K,comm,LATITUDE,LONGITUDE,Lean Democrat,Lean Republican,Other
482012114003,0.198306280875088,0.282992237120678,0.0176429075511644,0.479887085391673,1417,0.5774193548387097,0.1193548387096774,0.214516129032258,0.0887096774193548,0,29.767274,-95.334811,0.637948717948718,0.16205128205128205,0.2
482012115001,0.036096256684492,0.0,0.0,0.963903743315508,748,0.7892561983471075,0.2107438016528925,0.0,0.0,3,29.759387,-95.285464,0.9315960912052117,0.05211726384364821,0.016286644951140065
482012115002,0.0,0.059052059052059,0.0,0.940947940947941,2574,0.6850828729281768,0.143646408839779,0.1712707182320442,0.0,3,29.770675,-95.308932,0.8414507772020725,0.061139896373056994,0.09740932642487046
482012115003,0.122752150117279,0.0007818608287724,0.0,0.876465989053948,1279,0.6974358974358974,0.2256410256410256,0.0769230769230769,0.0,3,29.769863,-95.299551,0.8529411764705882,0.06162464985994398,0.08543417366946779
482012115004,0.0,0.0287610619469027,0.0,0.971238938053097,904,0.7344827586206897,0.2655172413793103,0.0,0.0,3,29.769863,-95.294846,0.8297872340425532,0.03900709219858156,0.13120567375886524
482012115005,0.0,0.0191938579654511,0.0,0.980806142034549,1042,0.7297297297297297,0.1351351351351351,0.1351351351351351,0.0,3,29.774134,-95.295046,0.8768328445747801,0.093841642228739,0.02932551319648094
482012116001,0.0457481162540366,0.135091496232508,0.0,0.819160387513455,1858,0.7852062588904695,0.1849217638691322,0.0298719772403982,0.0,3,29.78442,-95.310632,0.7964338781575037,0.03566121842496285,0.16790490341753342
482012116002,0.0462809917355372,0.296694214876033,0.0,0.641322314049587,1210,0.8293216630196937,0.1400437636761488,0.0306345733041575,0.0,3,29.778908,-95.310907,0.8688741721854305,0.03443708609271523,0.09668874172185431
482012117001,0.0133901399878271,0.680462568472307,0.0,0.304321363359708,1643,0.7762237762237763,0.0751748251748251,0.1083916083916083,0.0402097902097902,1,29.804081,-95.312422,0.9519906323185011,0.00936768149882904,0.03864168618266979
482012117002,0.0733173076923077,0.248798076923077,0.0,0.677884615384615,832,0.7870967741935484,0.0967741935483871,0.0806451612903225,0.0354838709677419,1,29.79596,-95.306621,0.9776422764227642,0.016260162601626018,0.006097560975609756
482012117003,0.0227954409118176,0.464307138572286,0.0719856028794241,0.440911817636473,1667,0.8715277777777778,0.0677083333333333,0.0607638888888888,0.0,1,29.794983,-95.313591,0.9089529590288316,0.01669195751138088,0.07435508345978756
482012119001,0.0,0.0,0.0,1.0,1772,0.8095238095238095,0.124223602484472,0.0662525879917184,0.0,3,29.783537,-95.304801,0.854493580599144,0.052781740370898715,0.09272467902995721
482012119002,0.0,0.0,0.0,1.0,1712,0.7713675213675214,0.0854700854700854,0.1431623931623931,0.0,3,29.785303,-95.299806,0.8696428571428572,0.03214285714285714,0.09821428571428571
482012119003,0.0910031023784902,0.0,0.0,0.90899689762151,967,0.7777777777777778,0.1597222222222222,0.0,0.0625,3,29.783411,-95.294018,0.8315565031982942,0.07036247334754797,0.09808102345415778
482012119004,0.0,0.0063357972544878,0.0,0.956705385427666,947,0.5942028985507247,0.3381642512077295,0.0676328502415459,0.0,3,29.782041,-95.29976,0.8774193548387097,0.047311827956989246,0.07526881720430108
482012123001,0.197228144989339,0.0479744136460554,0.0,0.754797441364606,938,0.7839335180055401,0.0886426592797784,0.0498614958448753,0.077562326869806,1,29.77576,-95.357668,0.897489539748954,0.060669456066945605,0.04184100418410042
482012123002,0.0234986945169713,0.0,0.0,0.976501305483029,766,0.9248554913294798,0.0751445086705202,0.0,0.0,1,29.780026,-95.357151,0.8888888888888888,0.05,0.06111111111111111
482012123003,0.143518518518519,0.421296296296296,0.0324074074074074,0.375,216,0.8230088495575222,0.0619469026548672,0.1150442477876106,0.0,0,29.776578,-95.349014,0.8432601880877743,0.09404388714733543,0.06269592476489028
482012123004,0.0208816705336427,0.0255220417633411,0.0,0.953596287703016,1293,0.8027522935779816,0.0114678899082568,0.1857798165137614,0.0,1,29.779122,-95.353072,0.804635761589404,0.0380794701986755,0.15728476821192053
482012123005,0.0902896081771721,0.0,0.0,0.879897785349233,1174,0.7514619883040936,0.0643274853801169,0.1608187134502924,0.023391812865497,1,29.778269,-95.362902,0.7439862542955327,0.07903780068728522,0.17697594501718214
482012124001,0.0677466863033873,0.0397643593519882,0.0,0.892488954344624,1358,0.8193384223918575,0.1806615776081425,0.0,0.0,3,29.778275,-95.298714,0.8605042016806723,0.05378151260504202,0.08571428571428572
482012124002,0.0061728395061728,0.0905349794238683,0.0,0.896090534979424,972,0.6245847176079734,0.2524916943521594,0.0996677740863787,0.0232558139534883,3,29.785969,-95.287412,0.8432304038004751,0.07125890736342043,0.0855106888361045
482012124003,0.0183875530410184,0.0,0.0,0.981612446958982,707,0.8744186046511628,0.0837209302325581,0.041860465116279,0.0,3,29.777739,-95.305222,0.8628158844765343,0.04332129963898917,0.09386281588447654
482012125001,0.0139687756778965,0.184880854560394,0.0,0.801150369761709,1217,0.8835227272727273,0.09375,0.0227272727272727,0.0,3,29.761742,-95.278913,0.9240986717267552,0.020872865275142316,0.05502846299810247
482012125002,0.0,0.688780487804878,0.0,0.293658536585366,2050,0.7482758620689656,0.2051724137931034,0.046551724137931,0.0,3,29.764621,-95.269932,0.9658986175115207,0.010138248847926268,0.023963133640552997
482012125003,0.21680216802168,0.626016260162602,0.0,0.157181571815718,738,0.8870192307692308,0.0,0.0985576923076923,0.0144230769230769,3,29.75474,-95.272905,0.9477401129943502,0.018361581920903956,0.03389830508474576
482012201001,0.0057388809182209,0.49713055954089,0.0,0.49713055954089,1394,0.8029350104821803,0.1530398322851153,0.0251572327044025,0.0188679245283018,1,29.816051,-95.346319,0.963777490297542,0.019404915912031046,0.016817593790426907
482012201002,0.0,0.426002766251729,0.0,0.573997233748271,723,0.765,0.135,0.1,0.0,1,29.817131,-95.339342,0.9252336448598131,0.014018691588785047,0.06074766355140187
482012202001,0.065118912797282,0.014722536806342,0.0,0.920158550396376,1766,0.6597938144329897,0.281786941580756,0.0326460481099656,0.0257731958762886,1,29.816983,-95.368256,0.8236714975845411,0.07971014492753623,0.0966183574879227
482012202002,0.0852272727272727,0.0568181818181818,0.0,0.857954545454545,880,0.475,0.2785714285714286,0.2321428571428571,0.0142857142857142,1,29.816752,-95.357984,0.7966728280961183,0.07763401109057301,0.1256931608133087
482012203001,0.133394664213431,0.0588776448942042,0.0,0.807727690892364,1087,0.7197452229299364,0.1624203821656051,0.1178343949044586,0.0,1,29.826308,-95.372317,0.7824933687002652,0.05305039787798409,0.16445623342175067
482012203002,0.0045146726862302,0.0,0.0,0.99548532731377,1772,0.7315789473684211,0.0210526315789473,0.2473684210526315,0.0,1,29.821857,-95.370234,0.8383838383838383,0.05555555555555555,0.10606060606060606
482012203003,0.0798479087452472,0.0,0.0418250950570342,0.878326996197719,1578,0.7569060773480663,0.1362799263351749,0.1068139963167587,0.0,1,29.82516,-95.361686,0.7849686847599165,0.09394572025052192,0.12108559498956159
482012204001,0.0264591439688716,0.133852140077821,0.0,0.82568093385214,1285,0.7377521613832853,0.1959654178674351,0.0662824207492795,0.0,1,29.835436,-95.370963,0.8115183246073299,0.03664921465968586,0.1518324607329843
482012204002,0.0725047080979284,0.0178907721280603,0.0,0.901129943502825,2124,0.7573099415204678,0.1725146198830409,0.0701754385964912,0.0,1,29.832783,-95.361828,0.787847579814624,0.08032955715756952,0.13182286302780638
482012204003,0.0272511848341232,0.0414691943127962,0.0,0.931279620853081,844,0.5635593220338984,0.3347457627118644,0.1016949152542373,0.0,1,29.831125,-95.37219,0.8444976076555024,0.07416267942583732,0.08133971291866028
482012205001,0.0,0.057057057057057,0.0,0.942942942942943,333,0.9,0.1,0.0,0.0,1,29.830229,-95.377969,0.9365079365079365,0.04365079365079365,0.01984126984126984
482012205002,0.109401709401709,0.0957264957264957,0.0205128205128205,0.774358974358974,1170,0.8903654485049833,0.1063122923588039,0.0033222591362126,0.0,1,29.841288,-95.380369,0.7459105779716467,0.09269356597600872,0.1613958560523446
482012205003,0.0976520811099253,0.234791889007471,0.0309498399146211,0.621131270010672,1874,0.983495145631068,0.0067961165048543,0.0097087378640776,0.0,1,29.838897,-95.383772,0.7466863033873343,0.060382916053019146,0.19293078055964655
482012206001,0.0230973116243847,0.254070427868232,0.0,0.722832260507384,2641,0.7641242937853108,0.2104519774011299,0.0254237288135593,0.0,1,29.841156,-95.364546,0.8173562058526741,0.07467204843592332,0.10797174571140263
482012206002,0.0402219140083218,0.0,0.0,0.959778085991678,1442,0.6277777777777778,0.2222222222222222,0.15,0.0,1,29.841973,-95.373665,0.8160919540229885,0.09885057471264368,0.08505747126436781
482012207001,0.11886586695747,0.309705561613959,0.0,0.571428571428571,917,0.9155313351498636,0.0844686648501362,0.0,0.0,1,29.842809,-95.346189,0.9415322580645161,0.034274193548387094,0.024193548387096774
482012207002,0.0,0.0554016620498615,0.0,0.944598337950138,722,0.9246031746031746,0.0,0.0753968253968253,0.0,1,29.833406,-95.346416,0.8465011286681715,0.04288939051918736,0.11060948081264109
482012207003,0.0,0.149425287356322,0.0,0.850574712643678,348,0.7203389830508474,0.2796610169491525,0.0,0.0,1,29.825797,-95.346289,0.9712460063897763,0.009584664536741214,0.019169329073482427
482012207004,0.0342717258261934,0.0581395348837209,0.0,0.907588739290086,1634,0.9054325955734408,0.0744466800804829,0.0201207243460764,0.0,1,29.824564,-95.349481,0.9615384615384616,0.02564102564102564,0.01282051282051282
482012207005,0.0618298784846319,0.177984274481773,0.0,0.760185847033595,2798,0.8264705882352941,0.1176470588235294,0.0558823529411764,0.0,1,29.841213,-95.352368,0.926860025220681,0.05044136191677175,0.02269861286254729
482012208001,0.0,0.165027322404372,0.0,0.834972677595628,1830,0.8526315789473684,0.0684210526315789,0.0789473684210526,0.0,1,29.836079,-95.337374,0.9260204081632653,0.03571428571428571,0.03826530612244898
482012208002,0.032315183709606,0.678618857901726,0.0,0.289065958388668,2259,0.9054441260744986,0.0816618911174785,0.0128939828080229,0.0,1,29.826589,-95.33956,0.9563106796116505,0.009708737864077669,0.03398058252427184
482012209001,0.0815047021943574,0.233019853709509,0.0,0.666666666666667,957,0.728,0.272,0.0,0.0,1,29.85105,-95.337505,0.7315914489311164,0.023752969121140142,0.24465558194774348
482012209002,0.1265664160401,0.104010025062657,0.0,0.769423558897243,798,0.6239669421487604,0.3264462809917355,0.0495867768595041,0.0,1,29.842992,-95.33876,0.9183673469387755,0.03316326530612245,0.04846938775510204
482012210001,0.132429614181439,0.155891553701773,0.0,0.711678832116788,1918,0.7746478873239436,0.1813380281690141,0.0440140845070422,0.0,1,29.863459,-95.345864,0.8485804416403786,0.06624605678233439,0.08517350157728706
482012210002,0.037020905923345,0.0378919860627178,0.0,0.919425087108014,2296,0.7225325884543762,0.2271880819366853,0.0502793296089385,0.0,1,29.854364,-95.344991,0.9019607843137255,0.06209150326797386,0.03594771241830065
482012211001,0.100085543199316,0.0102651839178785,0.0,0.878528656971771,1169,0.6466876971608833,0.3217665615141956,0.0315457413249211,0.0,1,29.86402,-95.355914,0.7956600361663653,0.09041591320072333,0.11392405063291139
482012211002,0.113655640373198,0.0,0.0,0.886344359626802,1179,0.8391167192429022,0.0820189274447949,0.0788643533123028,0.0,1,29.856719,-95.355628,0.8120805369127517,0.06487695749440715,0.12304250559284116
482012211003,0.0364041604754829,0.0104011887072808,0.0,0.942050520059435,1346,0.7550432276657061,0.0864553314121037,0.1585014409221902,0.0,1,29.850804,-95.35489,0.8351648351648352,0.07417582417582418,0.09065934065934066
482012212001,0.0846994535519126,0.0448087431693989,0.0,0.870491803278688,1830,0.5383064516129032,0.3387096774193548,0.1229838709677419,0.0,1,29.865707,-95.368292,0.7701019252548131,0.11211778029445074,0.11778029445073612
482012212002,0.0211524434719183,0.0,0.0,0.978847556528082,1371,0.7222222222222222,0.2777777777777778,0.0,0.0,1,29.860791,-95.367873,0.8306264501160093,0.04640371229698376,0.12296983758700696
482012212003,0.0299511002444988,0.0507334963325183,0.0,0.919315403422983,3272,0.6849999999999999,0.1962499999999999,0.0974999999999999,0.0212499999999999,1,29.864732,-95.377122,0.7638062871707731,0.11979609175870858,0.11639762107051826
482012213001,0.0297582145071296,0.0,0.0731556106633602,0.875387476751395,1613,0.6425438596491229,0.1885964912280701,0.168859649122807,0.0,1,29.848642,-95.367707,0.8033898305084746,0.07966101694915254,0.11694915254237288
482012213002,0.0237885462555066,0.0361233480176211,0.0,0.940088105726872,1135,0.6867924528301886,0.2,0.1132075471698113,0.0,1,29.85761,-95.367042,0.8324022346368715,0.07262569832402235,0.09497206703910614
482012213003,0.0148596587782058,0.0,0.0,0.985140341221794,1817,0.6463654223968566,0.1787819253438114,0.174852652259332,0.0,1,29.853968,-95.366234,0.8050682261208577,0.07797270955165692,0.11695906432748537
482012213004,0.0640751815463477,0.0115335326783426,0.0,0.92439128577531,2341,0.7807637906647807,0.1159830268741159,0.1032531824611032,0.0,1,29.850083,-95.378023,0.808584686774942,0.07308584686774942,0.11832946635730858
482012213005,0.0255728993689804,0.0,0.0,0.97442710063102,3011,0.4212328767123288,0.553082191780822,0.0256849315068493,0.0,1,29.856377,-95.377097,0.7913385826771654,0.09350393700787402,0.11515748031496063
482012214001,0.0,0.0,0.0,1.0,711,0.8917748917748918,0.0606060606060606,0.0476190476190476,0.0,1,29.849094,-95.392788,0.8613861386138614,0.0858085808580858,0.052805280528052806
482012214002,0.0991861648016277,0.0,0.0,0.892166836215666,1966,0.6959349593495935,0.2373983739837398,0.0666666666666666,0.0,1,29.852155,-95.388101,0.7647798742138365,0.07169811320754717,0.16352201257861634
482012214003,0.0482800241400121,0.0392275196137598,0.0,0.912492456246228,3314,0.7759162303664922,0.1968586387434555,0.0272251308900523,0.0,1,29.856537,-95.395657,0.8797101449275362,0.06811594202898551,0.05217391304347826
482012215001,0.0615989515072084,0.0349497597204019,0.0026212319790301,0.90083005679336,2289,0.8774583963691377,0.0680786686838124,0.0544629349470499,0.0,1,29.864909,-95.389232,0.8033175355450237,0.06753554502369669,0.12914691943127962
482012215002,0.0149344711978055,0.27247790307833,0.0137153306918622,0.698872295032002,3281,0.9390048154093098,0.0609951845906902,0.0,0.0,1,29.867434,-95.402683,0.9653543307086614,0.01732283464566929,0.01732283464566929
482012215003,0.076025459688826,0.0526874115983027,0.0,0.871287128712871,2828,0.6851385390428212,0.2770780856423174,0.0377833753148614,0.0,1,29.862795,-95.398507,0.7984084880636605,0.07824933687002653,0.123342175066313
482012216001,0.0128962923159592,0.0,0.0,0.987103707684041,1861,0.6909492273730684,0.0706401766004415,0.23841059602649,0.0,4,29.892999,-95.407887,0.7178002894356006,0.14616497829232997,0.13603473227206947
482012216002,0.0640756302521008,0.0,0.0,0.935924369747899,952,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.0,1,29.879901,-95.394254,0.7341772151898734,0.1609403254972875,0.10488245931283906
482012216003,0.0966415352981494,0.0,0.0095956134338588,0.882111034955449,1459,0.5073529411764706,0.1789215686274509,0.3137254901960784,0.0,1,29.873444,-95.395689,0.749034749034749,0.12226512226512226,0.1287001287001287
482012216004,0.0383808095952024,0.008695652173913,0.0,0.952923538230885,3335,0.4959159859976663,0.425904317386231,0.0781796966161026,0.0,1,29.882727,-95.401509,0.7546346782988005,0.11668484187568157,0.128680479825518
482012216005,0.0734966592427617,0.0534521158129176,0.0,0.873051224944321,1796,0.7466367713004485,0.1771300448430493,0.0762331838565022,0.0,1,29.89208,-95.400961,0.8098159509202454,0.08793456032719836,0.10224948875255624
482012217001,0.0076530612244898,0.0,0.0,0.99234693877551,2352,0.7295597484276729,0.2279874213836478,0.0424528301886792,0.0,1,29.881375,-95.376777,0.8074454428754814,0.08857509627727857,0.10397946084724005
482012217002,0.090218847699866,0.0,0.0,0.909781152300134,2239,0.7755395683453238,0.1841726618705036,0.0402877697841726,0.0,1,29.872822,-95.3787,0.7787234042553192,0.08368794326241134,0.1375886524822695
482012217003,0.0295180722891566,0.0,0.0,0.970481927710843,1660,0.9592760180995475,0.0090497737556561,0.0316742081447963,0.0,1,29.887449,-95.376412,0.6909448818897638,0.11811023622047244,0.19094488188976377
482012217004,0.0655737704918033,0.0,0.0,0.934426229508197,1647,0.7976190476190477,0.2023809523809523,0.0,0.0,1,29.887938,-95.386942,0.7665706051873199,0.06628242074927954,0.16714697406340057
482012218001,0.0406441717791411,0.0,0.0,0.959355828220859,2608,0.8801128349788435,0.0987306064880113,0.0211565585331452,0.0,1,29.886439,-95.360037,0.8083735909822867,0.04669887278582931,0.14492753623188406
482012218002,0.091031692515172,0.0,0.0161834120026972,0.892784895482131,1483,0.8059299191374663,0.1482479784366576,0.045822102425876,0.0,1,29.876453,-95.359084,0.7798165137614679,0.06880733944954129,0.15137614678899083
482012219001,0.0338372930165587,0.0,0.0,0.965442764578834,1389,0.7517006802721088,0.2108843537414966,0.0374149659863945,0.0,1,29.885376,-95.348127,0.9237435008665511,0.06239168110918544,0.01386481802426343
482012219002,0.0633284241531664,0.0,0.0,0.936671575846834,1358,0.52,0.48,0.0,0.0,1,29.880704,-95.350045,0.8259911894273128,0.07488986784140969,0.09911894273127753
482012219003,0.0153910149750416,0.0,0.0,0.984608985024958,2404,0.7521008403361344,0.1694677871148459,0.0784313725490196,0.0,1,29.875872,-95.348514,0.9219015280135824,0.04584040747028863,0.03225806451612903
482012220001,0.0795015040825097,0.076063601203266,0.0,0.837988826815642,2327,0.7142857142857143,0.1428571428571428,0.1428571428571428,0.0,1,29.86936,-95.33758,0.7788778877887789,0.0638063806380638,0.1573157315731573
482012221001,0.031044776119403,0.0,0.0,0.968955223880597,3350,0.6767922235722965,0.2150668286755771,0.080194410692588,0.0279465370595382,1,29.882918,-95.337844,0.7901037509976058,0.08379888268156424,0.12609736632083002
482012221002,0.0927882406982085,0.0022967386311437,0.0,0.904915020670648,2177,0.8852739726027398,0.1147260273972602,0.0,0.0,1,29.876973,-95.334496,0.9060240963855422,0.05783132530120482,0.03614457831325301
482012222001,0.0805805805805806,0.038038038038038,0.0,0.881381381381381,1998,0.8209255533199196,0.056338028169014,0.1227364185110664,0.0,1,29.898743,-95.319732,0.7211538461538461,0.11057692307692307,0.16826923076923078
482012222002,0.090626939788951,0.08504034761018,0.0055865921787709,0.741775294847921,1611,0.6784313725490196,0.2352941176470588,0.0862745098039215,0.0,1,29.886857,-95.325355,0.9199057714958775,0.050647820965842166,0.02944640753828033
482012223001,0.0603142422706538,0.015205271160669,0.0,0.920425747592499,1973,0.7137176938369781,0.2226640159045725,0.0636182902584493,0.0,1,29.898285,-95.338729,0.765934065934066,0.1076923076923077,0.12637362637362637
482012223002,0.0483018867924528,0.0045283018867924,0.0316981132075472,0.915471698113207,1325,0.7242339832869081,0.2144846796657382,0.0612813370473537,0.0,1,29.897547,-95.365006,0.7095709570957096,0.0627062706270627,0.22772277227722773
